gender,event,medal,athlete,abb,country,grp_id,type,year,guide,ISOnumeric
Men,Double FITA Round Amputee,Silver,BRENNE Manfred,FRG,,,Archery,1980,,-1
Men,Double FITA Round Paraplegic,Gold,GEISS H.,FRG,,,Archery,1980,,-1
Men,Short Metric Round Tetraplegic,Gold,HENKER Siegmar,FRG,,,Archery,1980,,-1
Women,Double FITA Round Paraplegic,Bronze,DERSEN Anneliese,FRG,,,Archery,1980,,-1
Men,Double FITA Round Team Amputee,Gold,BRENNE Manfred,FRG,FR Germany,1.0,Archery,1980,,-1
Men,Double FITA Round Team Amputee,Gold,BUTENHOFF Hilmar,FRG,FR Germany,2.0,Archery,1980,,-1
Men,Double FITA Round Team Amputee,Gold,POHL K.,FRG,FR Germany,3.0,Archery,1980,,-1
Men,Double FITA Round Team Paraplegic,Bronze,GEISS H.PFEFFER U.SCHMIDBERGER R.,FRG,FR Germany,1.0,Archery,1980,,-1
Women,Double FITA Round Integrated,Gold,DERSEN Anneliese,FRG,,,Archery,1984,,-1
Men,Double FITA Round Team Integrated,Bronze,BOECKERS Manfred,FRG,FR Germany,1.0,Archery,1984,,-1
Men,Double FITA Round Team Integrated,Bronze,BRENNE Manfred,FRG,FR Germany,2.0,Archery,1984,,-1
Men,Double FITA Round Team Integrated,Bronze,BUTENHOFF Kilmar,FRG,FR Germany,3.0,Archery,1984,,-1
Men,Double FITA Round 2-6,Bronze,WOLF Udo,FRG,,,Archery,1988,,-1
Women,Double FITA Round Open,Silver,DERSEN Anneliese,FRG,,,Archery,1988,,-1
Women,Double FITA Round Team 2-6,Silver,DROSDZIOK Ursula,FRG,FR Germany,1.0,Archery,1988,,-1
Women,Double FITA Round Team 2-6,Silver,ENZMANN Inge,FRG,FR Germany,2.0,Archery,1988,,-1
Women,Double FITA Round Team 2-6,Silver,KIEBLICH Karin,FRG,FR Germany,3.0,Archery,1988,,-1
Women,Individual Open,Gold,GRISHKO Tatiana,EUN,,,Archery,1992,,-1
Men,100 m D,Gold,WAGNER K.,FRG,,,Athletics,1980,,-1
Men,100 m D,Bronze,WILL K.,FRG,,,Athletics,1980,,-1
Men,100 m F1,Gold,BERG Matthias,FRG,,,Athletics,1980,,-1
Men,100 m F1,Bronze,SCHARMENTKE R.,FRG,,,Athletics,1980,,-1
Men,400 m A,Silver,MEYER Klaus,FRG,,,Athletics,1980,,-1
Men,400 m C,Gold,JOHANN Jurgen,FRG,,,Athletics,1980,,-1
Men,400 m D,Silver,WILL K.,FRG,,,Athletics,1980,,-1
Men,400 m D,Bronze,WAGNER K.,FRG,,,Athletics,1980,,-1
Men,400 m F1,Gold,BERG Matthias,FRG,,,Athletics,1980,,-1
Men,400 m F1,Silver,SCHARMENTKE R.,FRG,,,Athletics,1980,,-1
Men,1500 m F,Gold,SCHROEDER Karl,FRG,,,Athletics,1980,,-1
Men,5000 m Walk A,Bronze,JANCIC Miroslav,YUG,,,Athletics,1980,,-1
Men,Slalom F1,Gold,BRAND Andreas,FRG,,,Athletics,1980,,-1
Men,Slalom F1,Silver,BERG Matthias,FRG,,,Athletics,1980,,-1
Men,Slalom 3,Silver,GOLOMBEK Gregor,FRG,,,Athletics,1980,,-1
Men,High Jump B,Bronze,KNORRS W.,FRG,,,Athletics,1980,,-1
Men,High Jump C,Gold,JOHANN Jurgen,FRG,,,Athletics,1980,,-1
Men,High Jump D,Bronze,KOLODZIE Norbert,FRG,,,Athletics,1980,,-1
Men,Long Jump B,Bronze,KNORRS W.,FRG,,,Athletics,1980,,-1
Men,Long Jump C,Silver,JOHANN Jurgen,FRG,,,Athletics,1980,,-1
Men,Long Jump D,Bronze,KOLODZIE Norbert,FRG,,,Athletics,1980,,-1
Men,Long Jump F1,Gold,BERG Matthias,FRG,,,Athletics,1980,,-1
Men,Long Jump F1,Bronze,SCHARMENTKE R.,FRG,,,Athletics,1980,,-1
Men,Shot Put 1A,Silver,WEBER Edund,FRG,,,Athletics,1980,,-1
Men,Shot Put 1C,Gold,SPIESS Guenter,FRG,,,Athletics,1980,,-1
Men,Shot Put 1C,Silver,HENKER Siegmar,FRG,,,Athletics,1980,,-1
Men,Shot Put A,Bronze,GRUNDMANN Dieter,FRG,,,Athletics,1980,,-1
Men,Shot Put C,Gold,JOSEFIAK Hans,FRG,,,Athletics,1980,,-1
Men,Shot Put C,Bronze,KUEHNEL E.,FRG,,,Athletics,1980,,-1
Men,Shot Put CP D,Bronze,IZLAKAR Franjo,YUG,,,Athletics,1980,,-1
Men,Shot Put D,Bronze,DORST G.,FRG,,,Athletics,1980,,-1
Men,Shot Put E,Gold,BEEZ Alois,FRG,,,Athletics,1980,,-1
Men,Shot Put F,Bronze,KERN Juergen,FRG,,,Athletics,1980,,-1
Men,Shot Put 2,Silver,HERTLE Walter,FRG,,,Athletics,1980,,-1
Men,Shot Put 4,Bronze,SCHUHBAUER Johann,FRG,,,Athletics,1980,,-1
Men,Discus Throw 1A,Silver,WEBER Edund,FRG,,,Athletics,1980,,-1
Men,Discus Throw A,Silver,GRUNDMANN Dieter,FRG,,,Athletics,1980,,-1
Men,Discus Throw C,Gold,JOSEFIAK Hans,FRG,,,Athletics,1980,,-1
Men,Discus Throw E,Gold,BEEZ Alois,FRG,,,Athletics,1980,,-1
Men,Discus Throw 2,Silver,OKOREN Joze,YUG,,,Athletics,1980,,-1
Men,Javelin 1C,Gold,SPIESS Guenter,FRG,,,Athletics,1980,,-1
Men,Javelin 1C,Silver,HENKER Siegmar,FRG,,,Athletics,1980,,-1
Men,Javelin C,Bronze,KUEHNEL E.,FRG,,,Athletics,1980,,-1
Men,Javelin E,Silver,BEEZ Alois,FRG,,,Athletics,1980,,-1
Men,Javelin 4,Gold,BENZ E.,FRG,,,Athletics,1980,,-1
Men,Javelin 4,Silver,SCHUHBAUER Johann,FRG,,,Athletics,1980,,-1
Men,Javelin 4,Bronze,PETERNELJ Marjan,YUG,,,Athletics,1980,,-1
Men,Pentathlon 1C,Gold,HENKER Siegmar,FRG,,,Athletics,1980,,-1
Men,Pentathlon 2,Gold,HERTLE Walter,FRG,,,Athletics,1980,,-1
Men,Pentathlon 4,Gold,SCHUHBAUER Johann,FRG,,,Athletics,1980,,-1
Men,Pentathlon 4,Bronze,FLACH W.,FRG,,,Athletics,1980,,-1
Men,Pentathlon 5,Bronze,OST P.,FRG,,,Athletics,1980,,-1
Women,400 m B,Gold,SCHAFHAUSEN I.,FRG,,,Athletics,1980,,-1
Women,400 m F1,Silver,SIEVERT U.,FRG,,,Athletics,1980,,-1
Women,400 m F1,Bronze,SCHAD Petra,FRG,,,Athletics,1980,,-1
Women,800 m A,Gold,WITTJE Susanne,FRG,,,Athletics,1980,,-1
Women,800 m B,Gold,SCHAFHAUSEN I.,FRG,,,Athletics,1980,,-1
Women,1500 m F1,Gold,SCHAD Petra,FRG,,,Athletics,1980,,-1
Women,1500 m 4,Bronze,ZEYHER C.,FRG,,,Athletics,1980,,-1
Women,Slalom 2,Bronze,QUELL Margit,FRG,,,Athletics,1980,,-1
Women,Slalom 4,Gold,ECKERT B.,FRG,,,Athletics,1980,,-1
Women,Slalom 4,Silver,ZEYHER C.,FRG,,,Athletics,1980,,-1
Women,Slalom 5,Silver,BREUER Rita,FRG,,,Athletics,1980,,-1
Women,High Jump A,Silver,BOHNING Ilse,FRG,,,Athletics,1980,,-1
Women,Long Jump B,Gold,SCHAFHAUSEN I.,FRG,,,Athletics,1980,,-1
Women,Long Jump F1,Silver,SIEVERT U.,FRG,,,Athletics,1980,,-1
Women,Long Jump F1,Bronze,SCHAD Petra,FRG,,,Athletics,1980,,-1
Women,Shot Put A,Silver,BOHNING Ilse,FRG,,,Athletics,1980,,-1
Women,Shot Put B,Silver,FIEBER G.,FRG,,,Athletics,1980,,-1
Women,Shot Put 3,Silver,HAGENLOCHER Waltraud,FRG,,,Athletics,1980,,-1
Women,Shot Put 4,Bronze,MILINKOVIC Milka,YUG,,,Athletics,1980,,-1
Women,Shot Put 5,Silver,SWANEPOEL C.,FRG,,,Athletics,1980,,-1
Women,Discus Throw B,Bronze,FIEBER G.,FRG,,,Athletics,1980,,-1
Women,Discus Throw 5,Silver,SWANEPOEL C.,FRG,,,Athletics,1980,,-1
Women,Javelin A,Bronze,OTTO-LANGE Brigitte,FRG,,,Athletics,1980,,-1
Women,Javelin 4,Bronze,MILINKOVIC Milka,YUG,,,Athletics,1980,,-1
Women,Pentathlon A,Gold,BOHNING Ilse,FRG,,,Athletics,1980,,-1
Women,Pentathlon 2,Gold,QUELL Margit,FRG,,,Athletics,1980,,-1
Women,Pentathlon 3,Gold,HAGENLOCHER Waltraud,FRG,,,Athletics,1980,,-1
Women,Pentathlon 4,Silver,BATTRAN S.,FRG,,,Athletics,1980,,-1
Women,Pentathlon 5,Silver,ROELLI S.,FRG,,,Athletics,1980,,-1
Women,Shot Put A,Bronze,OTTO-LANGE Brigitte,FRG,,,Athletics,1980,,-1
Women,4x60 m 2-5,Bronze,HAGENLOCHER Waltraud,FRG,FR Germany,1.0,Athletics,1980,,-1
Women,4x60 m 2-5,Bronze,MARKLEIN Errol,FRG,FR Germany,2.0,Athletics,1980,,-1
Women,4x60 m 2-5,Bronze,ROELLI S.,FRG,FR Germany,3.0,Athletics,1980,,-1
Women,4x60 m 2-5,Bronze,ZEYHER C.,FRG,FR Germany,4.0,Athletics,1980,,-1
Men,60 m C3,Silver,CHRIST Erich,FRG,,,Athletics,1984,,-1
Men,100 m 1A,Bronze,LOBBERING H.,FRG,,,Athletics,1984,,-1
Men,100 m A4,Silver,JOHANN Jurgen,FRG,,,Athletics,1984,,-1
Men,100 m A5,Gold,BERGHOTER Mathias,FRG,,,Athletics,1984,,-1
Men,100 m A5,Bronze,ABELE Felix,FRG,,,Athletics,1984,,-1
Men,100 m B2,Bronze,KNORS Walter,FRG,,,Athletics,1984,,-1
Men,100 m 4,Silver,SCHRODER H.,FRG,,,Athletics,1984,,-1
Men,200 m 1A,Bronze,LOBBERING H.,FRG,,,Athletics,1984,,-1
Men,200 m C3,Gold,CHRIST Erich,FRG,,,Athletics,1984,,-1
Men,200 m 4,Bronze,SCHRODER H.,FRG,,,Athletics,1984,,-1
Men,400 m 1A,Bronze,KOEBERLE Heinrich,FRG,,,Athletics,1984,,-1
Men,400 m A4,Bronze,JOHANN Jurgen,FRG,,,Athletics,1984,,-1
Men,400 m A5,Silver,BERG Matthias,FRG,,,Athletics,1984,,-1
Men,400 m A5,Bronze,ADZIC Slobodan,YUG,,,Athletics,1984,,-1
Men,400 m B2,Gold,KNORS Walter,FRG,,,Athletics,1984,,-1
Men,400 m C7,Gold,KOCMUT Rudolf,YUG,,,Athletics,1984,,-1
Men,400 m 3,Bronze,GOLOMBEK Gregor,FRG,,,Athletics,1984,,-1
Men,800 m 1A,Gold,KOEBERLE Heinrich,FRG,,,Athletics,1984,,-1
Men,800 m B2,Silver,ODZAKOVIC Ramo,YUG,,,Athletics,1984,,-1
Men,800 m 3,Silver,GOLOMBEK Gregor,FRG,,,Athletics,1984,,-1
Men,1500 m A5,Silver,ADZIC Slobodan,YUG,,,Athletics,1984,,-1
Men,1500 m A5,Bronze,HECKER Axel,FRG,,,Athletics,1984,,-1
Men,1500 m 3,Silver,GOLOMBEK Gregor,FRG,,,Athletics,1984,,-1
Men,5000 m A5,Silver,ADZIC Slobodan,YUG,,,Athletics,1984,,-1
Men,5000 m 3,Gold,GOLOMBEK Gregor,FRG,,,Athletics,1984,,-1
Men,Marathon 1A,Gold,KOEBERLE Heinrich,FRG,,,Athletics,1984,,-1
Men,Marathon 3,Silver,GOLOMBEK Gregor,FRG,,,Athletics,1984,,-1
Men,Slalom 1C,Bronze,ZEYHER R.,FRG,,,Athletics,1984,,-1
Men,Slalom 2,Gold,NORTMANN Hermann,FRG,,,Athletics,1984,,-1
Men,High Jump A3,Gold,TIN Ngwe,BIR,,,Athletics,1984,,-1
Men,High Jump A5,Gold,BERG Matthias,FRG,,,Athletics,1984,,-1
Men,High Jump B2,Bronze,ANTLITZ Norbert,FRG,,,Athletics,1984,,-1
Men,Long Jump A3,Silver,TIN Ngwe,BIR,,,Athletics,1984,,-1
Men,Long Jump A3,Bronze,AUNG Gyi,BIR,,,Athletics,1984,,-1
Men,Long Jump A5,Bronze,ABELE Felix,FRG,,,Athletics,1984,,-1
Men,Long Jump B2,Gold,PEHAR Ante,YUG,,,Athletics,1984,,-1
Men,Long Jump B2,Bronze,KNORS Walter,FRG,,,Athletics,1984,,-1
Men,Long Jump B3,Silver,HEGEHOLZ Siegmund,GDR,,,Athletics,1984,,-1
Men,Long Jump C8,Silver,FRENZEL Wolfgang,FRG,,,Athletics,1984,,-1
Men,Triple Jump B2,Gold,PEHAR Ante,YUG,,,Athletics,1984,,-1
Men,Shot Put 1A,Gold,WEBER Edund,FRG,,,Athletics,1984,,-1
Men,Shot Put 1A,Bronze,KOEBERLE Heinrich,FRG,,,Athletics,1984,,-1
Men,Shot Put 1C,Silver,HENKER Siegmar,FRG,,,Athletics,1984,,-1
Men,Shot Put 1C,Bronze,SPIESS Guenter,FRG,,,Athletics,1984,,-1
Men,Shot Put A1,Gold,FALKENHAIN Peter,FRG,,,Athletics,1984,,-1
Men,Shot Put A3,Silver,BERSCHGENS Hubert,FRG,,,Athletics,1984,,-1
Men,Shot Put A4,Gold,JOSEFIAK Hans,FRG,,,Athletics,1984,,-1
Men,Shot Put A6-8,Gold,BEEZ Alois,FRG,,,Athletics,1984,,-1
Men,Shot Put B1,Silver,GRUNDMANN Dieter,FRG,,,Athletics,1984,,-1
Men,Shot Put C2,Silver,DERETA Zeljko,YUG,,,Athletics,1984,,-1
Men,Shot Put C6,Silver,KRUGER Reinhard,FRG,,,Athletics,1984,,-1
Men,Shot Put C7,Gold,IZLAKAR Franjo,YUG,,,Athletics,1984,,-1
Men,Shot Put L5,Gold,MAIER Wolfgang,FRG,,,Athletics,1984,,-1
Men,Shot Put L5,Silver,SCHULE Richard,FRG,,,Athletics,1984,,-1
Men,Shot Put 3,Bronze,PETERNELJ Marjan,YUG,,,Athletics,1984,,-1
Men,Discus Throw 1C,Gold,HENKER Siegmar,FRG,,,Athletics,1984,,-1
Men,Discus Throw A1,Silver,LANG Klaus Detlef,FRG,,,Athletics,1984,,-1
Men,Discus Throw A4,Silver,JOSEFIAK Hans,FRG,,,Athletics,1984,,-1
Men,Discus Throw B1,Bronze,GRUNDMANN Dieter,FRG,,,Athletics,1984,,-1
Men,Discus Throw C6,Bronze,KRUGER Reinhard,FRG,,,Athletics,1984,,-1
Men,Discus Throw L5,Gold,SCHULE Richard,FRG,,,Athletics,1984,,-1
Men,Discus Throw L5,Silver,MAIER Wolfgang,FRG,,,Athletics,1984,,-1
Men,Javelin 1B,Silver,SCHMIDT P.,FRG,,,Athletics,1984,,-1
Men,Javelin 1C,Bronze,SPIESS Guenter,FRG,,,Athletics,1984,,-1
Men,Javelin A3,Gold,BERSCHGENS Hubert,FRG,,,Athletics,1984,,-1
Men,Javelin B1,Silver,JANCIC Miroslav,YUG,,,Athletics,1984,,-1
Men,Javelin C5,Gold,QUICKERT Michael,FRG,,,Athletics,1984,,-1
Men,Javelin C6,Silver,KRIEGER Stefan,FRG,,,Athletics,1984,,-1
Men,Javelin C6,Bronze,KRUGER Reinhard,FRG,,,Athletics,1984,,-1
Men,Javelin L5,Gold,MAIER Wolfgang,FRG,,,Athletics,1984,,-1
Men,Javelin 2,Bronze,NORTMANN Hermann,FRG,,,Athletics,1984,,-1
Men,Javelin 3,Gold,PETERNELJ Marjan,YUG,,,Athletics,1984,,-1
Men,Javelin 4,Gold,SCHUHBAUER Johann,FRG,,,Athletics,1984,,-1
Men,Club Throw C2,Gold,DERETA Zeljko,YUG,,,Athletics,1984,,-1
Men,Club Throw C5,Gold,QUICKERT Michael,FRG,,,Athletics,1984,,-1
Men,Club Throw C6,Silver,KRIEGER Stefan,FRG,,,Athletics,1984,,-1
Men,Distance Throw C2,Bronze,ECKSTEIN Raimund,FRG,,,Athletics,1984,,-1
Men,Pentathlon 1A,Silver,KOEBERLE Heinrich,FRG,,,Athletics,1984,,-1
Men,Pentathlon 1A,Bronze,LOBBERING H.,FRG,,,Athletics,1984,,-1
Men,Pentathlon 1B,Gold,SCHMIDT P.,FRG,,,Athletics,1984,,-1
Men,Pentathlon 1C,Gold,HENKER Siegmar,FRG,,,Athletics,1984,,-1
Men,Pentathlon B1,Gold,JANCIC Miroslav,YUG,,,Athletics,1984,,-1
Men,Pentathlon B3,Silver,HEGEHOLZ Siegmund,GDR,,,Athletics,1984,,-1
Men,Pentathlon 2,Silver,NORTMANN Hermann,FRG,,,Athletics,1984,,-1
Men,Pentathlon 3,Bronze,KULZER H.,FRG,,,Athletics,1984,,-1
Men,Pentathlon 5,Bronze,WEIBERLE Eugen,FRG,,,Athletics,1984,,-1
Women,20 m (Arm) C2,Silver,PIEPERREK Urusla,FRG,,,Athletics,1984,,-1
Women,100 m A4,Gold,MOELLER Reinhild,FRG,,,Athletics,1984,,-1
Women,100 m A6,Gold,BUDDELMEYER Petra,FRG,,,Athletics,1984,,-1
Women,200 m C7,Bronze,SAEGER Anette,FRG,,,Athletics,1984,,-1
Women,200 m 3,Bronze,BEYER G.,FRG,,,Athletics,1984,,-1
Women,400 m A4,Gold,MOELLER Reinhild,FRG,,,Athletics,1984,,-1
Women,400 m B1,Silver,OKIC Refija,YUG,,,Athletics,1984,,-1
Women,400 m C7,Gold,SAEGER Anette,FRG,,,Athletics,1984,,-1
Women,400 m C7,Bronze,SCHMID Susanne,FRG,,,Athletics,1984,,-1
Women,400 m C8,Silver,NOLLER Henrike,FRG,,,Athletics,1984,,-1
Women,400 m 3,Silver,BEYER G.,FRG,,,Athletics,1984,,-1
Women,800 m B1,Bronze,ROSSMEIER Gabriele,FRG,,,Athletics,1984,,-1
Women,800 m 3,Gold,BEYER G.,FRG,,,Athletics,1984,,-1
Women,1500 m B1,Bronze,WITTJE Susanne,FRG,,,Athletics,1984,,-1
Women,1500 m 3,Silver,BEYER G.,FRG,,,Athletics,1984,,-1
Women,5000 m 3,Gold,BEYER G.,FRG,,,Athletics,1984,,-1
Women,Marathon 3,Gold,BEYER G.,FRG,,,Athletics,1984,,-1
Women,Cross Country 1000 m C6,Bronze,METZ Katrin,FRG,,,Athletics,1984,,-1
Women,Cross Country 1000 m C7,Silver,SCHMID Susanne,FRG,,,Athletics,1984,,-1
Women,Slalom C2,Bronze,PIEPERREK Ursula,FRG,,,Athletics,1984,,-1
Women,Slalom 2,Silver,QUELL Margit,FRG,,,Athletics,1984,,-1
Women,High Jump A6,Gold,BUDDELMEYER Petra,FRG,,,Athletics,1984,,-1
Women,Long Jump A6,Gold,BUDDELMEYER Petra,FRG,,,Athletics,1984,,-1
Women,Long Jump B1,Silver,BUSCHBECK Ursula,FRG,,,Athletics,1984,,-1
Women,Long Jump C7,Gold,BOGIE Heike,FRG,,,Athletics,1984,,-1
Women,Shot Put B1,Silver,BOHNING Ilse,FRG,,,Athletics,1984,,-1
Women,Shot Put B1,Bronze,OTTO-LANGE Brigitte,FRG,,,Athletics,1984,,-1
Women,Shot Put 3,Silver,MILINKOVIC Milka,YUG,,,Athletics,1984,,-1
Women,Shot Put 3,Bronze,HAGENLOCHER Waltraud,FRG,,,Athletics,1984,,-1
Women,Shot Put 4,Gold,BARTHEIEL M.,FRG,,,Athletics,1984,,-1
Women,Shot Put 4,Bronze,LAPORNIK D.,YUG,,,Athletics,1984,,-1
Women,Shot Put 5,Gold,MUNKER Elka,FRG,,,Athletics,1984,,-1
Women,Discus Throw B1,Gold,OTTO-LANGE Brigitte,FRG,,,Athletics,1984,,-1
Women,Discus Throw B1,Silver,GERSTENBERGER Rita,GDR,,,Athletics,1984,,-1
Women,Discus Throw 3,Bronze,HAGENLOCHER Waltraud,FRG,,,Athletics,1984,,-1
Women,Discus Throw 4,Bronze,BARTHEIEL M.,FRG,,,Athletics,1984,,-1
Women,Discus Throw 5,Silver,MUNKER Elka,FRG,,,Athletics,1984,,-1
Women,Javelin B1,Silver,BOHNING Ilse,FRG,,,Athletics,1984,,-1
Women,Javelin B1,Bronze,GERSTENBERGER Rita,GDR,,,Athletics,1984,,-1
Women,Javelin 2,Silver,QUELL Margit,FRG,,,Athletics,1984,,-1
Women,Javelin 3,Gold,MILINKOVIC Milka,YUG,,,Athletics,1984,,-1
Women,Javelin 5,Bronze,MUNKER Elka,FRG,,,Athletics,1984,,-1
Women,Pentathlon 2,Bronze,QUELL Margit,FRG,,,Athletics,1984,,-1
